11 30 2015 05 35  -6.50  20.30 822.56 1021.08 30.15 1722.27
11 30 2015 05 36  -6.60  20.12 822.81 1021.41 30.16 1721.78
11 30 2015 05 37  -6.60  20.12 822.73 1021.28 30.16 1721.49
11 30 2015 05 38  -6.50  20.30 822.78 1021.37 30.16 1722.37
11 30 2015 05 39  -6.60  20.12 822.75 1021.50 30.16 1723.06
11 30 2015 05 40  -6.60  20.12 822.70 1021.31 30.16 1722.08
11 30 2015 05 41  -6.60  20.12 822.67 1021.44 30.16 1723.36
11 30 2015 05 42  -6.60  20.12 822.60 1021.19 30.16 1722.08
11 30 2015 05 43  -6.60  20.12 822.60 1021.31 30.16 1723.06
11 30 2015 05 44  -6.60  20.12 822.63 1021.34 30.16 1722.96
11 30 2015 05 45  -6.60  20.12 822.58 1021.29 30.16 1723.06
11 30 2015 05 46  -6.60  20.12 822.68 1021.47 30.16 1723.56
11 30 2015 05 47  -6.60  20.12 822.66 1021.47 30.16 1723.75
11 30 2015 05 48  -6.60  20.12 822.69 1021.44 30.16 1723.16
11 30 2015 05 49  -6.60  20.12 822.74 1021.61 30.17 1724.05
11 30 2015 05 50  -6.60  20.12 822.69 1021.39 30.16 1722.77
11 30 2015 05 51  -6.70  19.94 822.69 1021.46 30.16 1722.67
11 30 2015 05 52  -6.70  19.94 822.74 1021.49 30.16 1722.47
11 30 2015 05 53  -6.70  19.94 822.72 1021.53 30.17 1722.96
11 30 2015 05 54  -6.70  19.94 822.71 1021.44 30.16 1722.37
11 30 2015 05 55  -6.70  19.94 822.73 1021.53 30.17 1722.87
11 30 2015 05 56  -6.80  19.76 822.62 1021.49 30.16 1722.96
11 30 2015 05 57  -6.80  19.76 822.68 1021.55 30.17 1722.87
11 30 2015 05 58  -6.80  19.76 822.75 1021.60 30.17 1722.57
11 30 2015 05 59  -6.80  19.76 822.78 1021.69 30.17 1722.96
11 30 2015 06 00  -6.80  19.76 822.70 1021.65 30.17 1723.46
11 30 2015 06 01  -6.80  19.76 822.61 1021.56 30.17 1723.65
11 30 2015 06 02  -6.90  19.58 822.66 1021.59 30.17 1722.77
11 30 2015 06 03  -6.90  19.58 822.58 1021.68 30.17 1724.25
11 30 2015 06 04  -6.90  19.58 822.59 1021.68 30.17 1724.15
